Coverage,Size,CovGap
0.9063000082969666,1.954866647720337,6.871513366699219
0.9253666400909424,12.375933647155762,6.323060512542725
0.9074000120162964,2.4875667095184326,5.910961151123047
0.9057333469390869,7.1312665939331055,5.360867023468018
0.9244666695594788,30.924667358398438,6.773939609527588
0.9090333580970764,7.987400054931641,4.9866533279418945
0.9037333130836487,7.110966682434082,5.297572612762451
0.9243000149726868,30.65133285522461,6.7462334632873535
0.9064666628837585,8.1134672164917,5.153598785400391
0.9039333462715149,1.925966739654541,7.090601921081543
0.9232333302497864,11.939967155456543,6.916840553283691
0.9122666716575623,2.84060001373291,5.948014736175537
0.897933304309845,6.958033561706543,5.441176414489746
0.9229999780654907,29.365867614746094,6.807158946990967
0.9041333198547363,7.819166660308838,5.254784107208252
0.8984000086784363,7.011800289154053,5.568098068237305
0.923966646194458,29.609966278076172,6.477897644042969
0.9103000164031982,8.353799819946289,5.187638282775879
0.8986666798591614,1.8777999877929688,7.037786960601807
0.9223333597183228,18.23513412475586,6.732793807983398
0.9046666622161865,2.2609667778015137,5.916894435882568
0.8982666730880737,6.928900241851807,5.440223693847656
0.9253666400909424,35.20320129394531,6.572900772094727
0.9153000116348267,9.423566818237305,5.306413650512695
0.8989333510398865,6.919133186340332,5.351612567901611
0.9218666553497314,35.276432037353516,6.674735069274902
0.8970666527748108,7.266566753387451,5.164437770843506
0.8982333540916443,1.871899962425232,6.992173194885254
0.9205666780471802,11.965766906738281,6.454898357391357
0.8949333429336548,2.0141334533691406,6.159142971038818
0.8965666890144348,6.551666736602783,5.479114055633545
0.9223333597183228,30.477500915527344,6.581644535064697
0.9001666903495789,7.294566631317139,5.363419055938721
0.9007999897003174,6.788000106811523,5.311779499053955
0.9194333553314209,30.403100967407227,6.633241653442383
0.8935333490371704,7.115499973297119,5.300448417663574
0.9014666676521301,1.8982000350952148,7.266550540924072
0.9234333038330078,12.876233100891113,6.608584403991699
0.9015666842460632,2.3457000255584717,6.008316516876221
0.8994333148002625,6.920833587646484,5.491977691650391
0.9248666763305664,30.770099639892578,6.795819282531738
0.8897333145141602,6.377866744995117,5.73352575302124
0.9014000296592712,7.116100311279297,5.278395175933838
0.9222666621208191,30.767499923706055,6.701050758361816
0.9087666869163513,7.995033264160156,5.247615814208984
0.8993666768074036,1.8808666467666626,7.0016255378723145
0.9209666848182678,11.478933334350586,6.8625359535217285
0.9013000130653381,2.3169000148773193,6.146985054016113
0.9001333117485046,6.929699897766113,5.599503993988037
0.9215333461761475,27.73590087890625,6.653168201446533
0.9017999768257141,7.055466651916504,5.470561504364014
0.9014666676521301,6.969099998474121,5.551523208618164
0.9224333167076111,27.28380012512207,6.654634475708008
0.8976666927337646,7.43910026550293,5.583244800567627
0.8991333246231079,1.8731000423431396,7.163712978363037
0.9227666854858398,11.70300006866455,6.6144890785217285
0.8970333337783813,2.1769332885742188,6.112261772155762
0.8971999883651733,6.686399936676025,5.400251388549805
0.9223999977111816,30.120332717895508,6.521879196166992
0.9045666456222534,7.927933216094971,5.270234107971191
0.8998000025749207,6.810666561126709,5.391833782196045
0.9240999817848206,29.77643394470215,6.348302364349365
0.9054999947547913,7.775599956512451,5.255222797393799
0.8970000147819519,1.8524999618530273,7.063138484954834
0.9189333319664001,12.923666954040527,6.535604000091553
0.893833339214325,2.407266616821289,5.966790199279785
0.8968999981880188,6.846133232116699,5.475450038909912
0.9225333333015442,27.822433471679688,6.442013263702393
0.9002666473388672,7.263900279998779,5.152406692504883
0.8981999754905701,6.872466564178467,5.327204704284668
0.9222999811172485,28.170499801635742,6.489785194396973
0.9010000228881836,7.448500156402588,5.239459991455078
0.9024666547775269,1.9163333177566528,6.952496528625488
0.9236000180244446,13.215267181396484,6.41473913192749
0.9118666648864746,2.617466688156128,5.726113796234131
0.8993666768074036,6.770066738128662,5.367196083068848
0.9215666651725769,29.6517333984375,6.5246453285217285
0.903166651725769,8.077033042907715,5.121294975280762
0.8971999883651733,6.674900054931641,5.343226909637451
0.9218999743461609,29.704833984375,6.557372093200684
0.9068333506584167,8.304200172424316,5.283936023712158
0.8974999785423279,1.8568000793457031,7.008924961090088
0.9192333221435547,12.295866966247559,6.780847072601318
0.8878333568572998,2.193333387374878,6.450258255004883
0.8973666429519653,6.793499946594238,5.556077003479004
0.923466682434082,29.657066345214844,6.4828643798828125
0.9125333428382874,9.306933403015137,5.066235542297363
0.8982333540916443,6.856433391571045,5.552530765533447
0.9210666418075562,29.366867065429688,6.728165626525879
0.8953999876976013,7.339333534240723,5.211572170257568
